cancer_class,subject_cui,pass_all_3,pass_all_3_cancer_types,object_cui,pass_all_3_count
Leukemia,C0040845,"['C0048306', 'C1516119', 'C1144149', 'C0571665', 'C0117996', 'C2713008', 'C0020268', 'C0042679', 'C0210657', 'C2827667', 'C0042682', 'C0040864', 'C1135135', 'C2352806', 'C0055900', 'C0123931', 'C0007257', 'C0025684', 'C0063077', 'C4049146', 'C0245194', 'C2973446', 'C0750848', 'C4301624', 'C0056391', 'C0010927', 'C1831796', 'C0040867', 'C0005311', 'C0040866', 'C2697961', 'C4055478', 'C0042670', 'C0879427', 'C0877880', 'C1135132', 'C0770560', 'C0039607', 'C0051113', 'C4055433', 'C1328025', 'C3658706', 'C3657270', 'C2742502', 'C0066700', 'C0041920', 'C2986924', 'C0907349', 'C0072980', 'C4079854', 'C0069717', 'C0039286', 'C0059874']","[('Breast Cancer',), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Melanoma',), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma',), ('Lung Cancer',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Lung Cancer', 'Melanoma'), ('Kidney Cancer',)]",C0023487,53
Leukemia,C0040864,"['C0048306', 'C4086264', 'C4080091', 'C0040864', 'C0008163', 'C0011705', 'C0728747', 'C0007257', 'C0063077', 'C2973446', 'C0071836', 'C3853921', 'C0065879', 'C0040987', 'C0057992', 'C0053523', 'C0025677', 'C0002555', 'C0796392', 'C0393022', 'C1328025', 'C4055433', 'C0013089', 'C0066700', 'C0879427', 'C1516119', 'C1144149', 'C0117996', 'C0042679', 'C0717670', 'C0210657', 'C0042682', 'C2987430', 'C0123931', 'C4683810', 'C0672708', 'C0016366', 'C4726799', 'C0039601', 'C0010583', 'C1135132', 'C0541315', 'C0851344', 'C0011777', 'C2742502', 'C0014582', 'C0218986', 'C0072980', 'C2713008', 'C2930789', 'C0020268', 'C2980094', 'C2352806', 'C3467876', 'C4079208', 'C0025684', 'C3852841', 'C0245194', 'C0750848', 'C0016294', 'C1367202', 'C4287815', 'C4055478', 'C0039607', 'C0770560', 'C0995188', 'C1527027', 'C1831828', 'C0005308', 'C0025815', 'C0069717', 'C0025147', 'C0018513', 'C0016299', 'C1721300', 'C0078257', 'C0120107', 'C0246415', 'C0056391', 'C0010927', 'C0033308', 'C0026256', 'C1700874', 'C0040976', 'C2697961', 'C0525079', 'C0042670', 'C1176309', 'C0051113', 'C2935436', 'C0039871', 'C0032950', 'C0032952', 'C0045093', 'C1707080', 'C0011707', 'C2986924', 'C2987648', 'C0059874']","[('Breast Cancer',), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Melanoma',), ('Lung Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Non-Hodgkin Lymphoma',), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Kidney Cancer'), ('Kidney Cancer',)]",C0079773,99
Leukemia,C0040866,,,C0079773,0
Leukemia,C0040867,"['C0048306', 'C1176020', 'C2827667', 'C4080091', 'C0008163', 'C0011705', 'C0728747', 'C0063077', 'C1998098', 'C0071836', 'C0025033', 'C0040987', 'C1130428', 'C0057992', 'C2987603', 'C0002555', 'C0025826', 'C0393022', 'C4055433', 'C0066700', 'C0879427', 'C1516119', 'C1144149', 'C0117996', 'C0042679', 'C0210657', 'C0123931', 'C0065175', 'C0671970', 'C0672708', 'C0016366', 'C4726799', 'C4078312', 'C0762737', 'C0765273', 'C0541315', 'C0253355', 'C0851344', 'C3501358', 'C0011777', 'C3657270', 'C0014582', 'C0218986', 'C1122962', 'C2713008', 'C2930789', 'C2980094', 'C4079208', 'C3852841', 'C0245194', 'C4301624', 'C0015133', 'C4058811', 'C3818721', 'C2932486', 'C4045494', 'C4055478', 'C0039607', 'C0770560', 'C1948068', 'C4056441', 'C1831828', 'C0005308', 'C0039600', 'C0016299', 'C4049146', 'C2974289', 'C0056391', 'C4078806', 'C0040867', 'C1700874', 'C2697961', 'C0042670', 'C0020402', 'C0032950', 'C0032952', 'C1707080', 'C0246421', 'C2987648', 'C0059874']","[('Breast Cancer',), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Leukemia', 'Melanoma'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Non-Hodgkin Lymphoma',), ('Melanoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Lung Cancer',), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Kidney Cancer'), ('Kidney Cancer',)]",C0024301,80
Leukemia,C0041920,,,C0023434,0
Leukemia,C4079830,,,C0023434,0
Leukemia,C0042679,"['C0048306', 'C4086264', 'C4080091', 'C0040864', 'C0008163', 'C0728747', 'C0071836', 'C0065879', 'C0040987', 'C1130428', 'C0057992', 'C0053523', 'C2987603', 'C0025677', 'C0290883', 'C0002555', 'C1134659', 'C0796392', 'C0393022', 'C4055433', 'C0013089', 'C0066700', 'C1516119', 'C0042679', 'C0717670', 'C2987430', 'C4683810', 'C0672708', 'C0016366', 'C4726799', 'C4078312', 'C0146224', 'C3899947', 'C0021735', 'C0076181', 'C0039601', 'C0144576', 'C0076189', 'C0010583', 'C1135132', 'C0253355', 'C0851344', 'C0011777', 'C2742502', 'C0014582', 'C0218986', 'C0072980', 'C4519167', 'C2930789', 'C2980094', 'C2352806', 'C3467876', 'C4079208', 'C3852841', 'C0750848', 'C3818721', 'C0016298', 'C0016294', 'C1367202', 'C4287815', 'C1997549', 'C0039607', 'C0995188', 'C1527027', 'C4056441', 'C1831828', 'C0005308', 'C0025815', 'C0069717', 'C0025147', 'C0018513', 'C0005310', 'C0016299', 'C1721300', 'C0078257', 'C0120107', 'C3181682', 'C1506770', 'C2974289', 'C0246415', 'C0056391', 'C0010927', 'C0033308', 'C0026256', 'C1700874', 'C0040976', 'C2697961', 'C0525079', 'C0042670', 'C1176309', 'C2935436', 'C0039871', 'C0032950', 'C0032952', 'C1707080', 'C0011707', 'C2986924', 'C2987648', 'C4079854', 'C0059874']","[('Breast Cancer',), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Melanoma',), ('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Non-Hodgkin Lymphoma',), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Leukemia', 'Melanoma')]",C0024305,100
Leukemia,C0042682,"['C0020268', 'C2980094', 'C3853822', 'C0042682', 'C1135135', 'C0040864', 'C0078257', 'C3467876', 'C0007257', 'C0671970', 'C0010927', 'C0016298', 'C3853921', 'C2932486', 'C0021735', 'C0065879', 'C0039286', 'C1367202', 'C0005311', 'C1997549', 'C0025677', 'C0051556', 'C0044401', 'C0762737', 'C0877880', 'C1135132', 'C0393022', 'C0051113', 'C0039871', 'C3658706', 'C1527027', 'C0045093', 'C2742502', 'C0041920', 'C2986924', 'C0025815', 'C0069717', 'C2698692', 'C0018513']","[('Breast Cancer',), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Melanoma',), ('Kidney Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma',), ('Lung Cancer',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Melanoma')]",C0023449,39
Kidney Cancer,C0218986,"['C0048306', 'C0003993', 'C4086264', 'C0011015', 'C4080091', 'C0008163', 'C0011705', 'C0728747', 'C0007257', 'C2973446', 'C0016360', 'C0071836', 'C0010711', 'C2980091', 'C0025033', 'C0065879', 'C0039902', 'C0057992', 'C2987603', 'C0025677', 'C0002555', 'C1134659', 'C0796392', 'C0040845', 'C4055433', 'C0000618', 'C0013089', 'C4079830', 'C0066700', 'C4726900', 'C3273827', 'C0879427', 'C1144149', 'C0117996', 'C3896940', 'C0042679', 'C0210657', 'C4519273', 'C4683810', 'C0039512', 'C0146224', 'C0039601', 'C0010583', 'C1135132', 'C0004475', 'C2742503', 'C0541315', 'C3501358', 'C0011777', 'C3657270', 'C0014582', 'C0218986', 'C0020789', 'C2713008', 'C2930789', 'C3467876', 'C4079208', 'C0019588', 'C3852841', 'C4301624', 'C4058811', 'C2932486', 'C0016294', 'C4045494', 'C2699709', 'C4055478', 'C0039607', 'C3853839', 'C3255208', 'C0995188', 'C1527027', 'C4519428', 'C4056441', 'C0005308', 'C1831828', 'C2987417', 'C0005310', 'C1533699', 'C0071568', 'C0016299', 'C1721300', 'C0078257', 'C0120107', 'C4049146', 'C0246415', 'C0056391', 'C1455147', 'C2697961', 'C0525079', 'C0051556', 'C0042670', 'C0020402', 'C0052416', 'C1176309', 'C3658706', 'C0032950', 'C0032952', 'C1707080', 'C0907349', 'C0026259']","[('Breast Cancer',), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia',), ('Melanoma',), ('Lung Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Non-Hodgkin Lymphoma',), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Kidney Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Melanoma')]",C0860594,100
Kidney Cancer,C1707080,,,C0334634,0
Kidney Cancer,C0796392,,,C4722085,0
Kidney Cancer,C0541315,,,C0007134,0
Kidney Cancer,C3657270,,,C0007131,0
Kidney Cancer,C1700874,"['C1144149', 'C1533699', 'C0071568', 'C2930789', 'C0011015', 'C0717670', 'C0019588', 'C0039512', 'C0016360', 'C4301624', 'C1455147', 'C0016294', 'C0060483', 'C1567130', 'C0039607', 'C3853839', 'C0995188', 'C0032950', 'C2742502', 'C0066700', 'C3273827', 'C2987648', 'C0879427', 'C2987417']","[('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia',), ('Non-Hodgkin Lymphoma',), ('Lung Cancer',), ('Breast Cancer',)]",C0007134,24
Kidney Cancer,C3181682,,,C0238462,0
Kidney Cancer,C2986924,"['C0048306', 'C0571665', 'C0117996', 'C0005310', 'C1533699', 'C3896940', 'C0020268', 'C3853822', 'C0042682', 'C2987430', 'C0040864', 'C1135135', 'C4080091', 'C0055900', 'C4519273', 'C0210657', 'C0123931', 'C0011705', 'C0007257', 'C0025684', 'C0063077', 'C1998098', 'C0245194', 'C2973446', 'C0750848', 'C4301624', 'C0015133', 'C4058811', 'C0010927', 'C0016298', 'C2932486', 'C0021735', 'C0039286', 'C4078806', 'C0005311', 'C1130428', 'C4045494', 'C0040866', 'C0025677', 'C0062941', 'C0042670', 'C0762737', 'C0879427', 'C0765273', 'C0877880', 'C0770560', 'C0040845', 'C0051113', 'C1328025', 'C2935436', 'C0059874', 'C3658706', 'C0851344', 'C3501358', 'C4682397', 'C4519428', 'C3657270', 'C0092777', 'C0041920', 'C0025815', 'C0907349', 'C4079854', 'C0069717', 'C2698692', 'C0060483', 'C0020789']","[('Breast Cancer',), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Leukemia',), ('Melanoma',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma',), ('Lung Cancer',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Melanoma')]",C0238463,66
Kidney Cancer,C0025147,,,C0476089,0
Kidney Cancer,C0026256,"['C0048306', 'C0011015', 'C0040864', 'C0008163', 'C0728747', 'C0071836', 'C0010711', 'C2980091', 'C0025033', 'C0039902', 'C0040987', 'C0057992', 'C0053523', 'C0025677', 'C0290883', 'C0002555', 'C0796392', 'C0013089', 'C0526371', 'C4079830', 'C0066700', 'C4726900', 'C3273827', 'C1144149', 'C0717670', 'C1832027', 'C4683810', 'C0039512', 'C0671970', 'C0672708', 'C4726799', 'C0146224', 'C3899947', 'C0076181', 'C0144576', 'C2604307', 'C0076189', 'C1567130', 'C0253355', 'C0851344', 'C2742502', 'C0014582', 'C1721377', 'C4519167', 'C2930789', 'C2980094', 'C3467876', 'C4079208', 'C0019588', 'C3852841', 'C4301624', 'C3818721', 'C1367202', 'C4287815', 'C1997549', 'C4055478', 'C0039607', 'C3853839', 'C1948068', 'C3255208', 'C1567753', 'C0995188', 'C1527027', 'C4519428', 'C4056441', 'C0005308', 'C1831828', 'C0025815', 'C0069717', 'C2987417', 'C0018513', 'C0071568', 'C0016299', 'C1721300', 'C0078257', 'C0120107', 'C0246415', 'C1455147', 'C0010927', 'C2697961', 'C0525079', 'C0052416', 'C1176309', 'C0039871', 'C0032950', 'C0045093', 'C1707080', 'C0030896', 'C0011707', 'C2987648', 'C0059874', 'C0026259']","[('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia',), ('Melanoma',), ('Lung Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma',), ('Breast Cancer',)]",C0686510,92
Kidney Cancer,C1831796,"['C0048306', 'C4080091', 'C0055900', 'C0011705', 'C0728747', 'C0063077', 'C1998098', 'C0016360', 'C0010711', 'C0025033', 'C0039902', 'C1130428', 'C2987603', 'C0044401', 'C0025826', 'C1134659', 'C0040845', 'C4079830', 'C0879427', 'C1144149', 'C0117996', 'C3896940', 'C0042679', 'C0210657', 'C0123931', 'C1832027', 'C4519273', 'C0065175', 'C0039512', 'C0671970', 'C0146224', 'C4078312', 'C3899947', 'C0021735', 'C0039601', 'C2604307', 'C0040866', 'C0010583', 'C0762737', 'C1567130', 'C1135132', 'C0541315', 'C0253355', 'C3501358', 'C0011777', 'C3657270', 'C0020789', 'C1122962', 'C2713008', 'C2980094', 'C3467876', 'C4079208', 'C0019588', 'C0245194', 'C4301624', 'C0015133', 'C4058811', 'C3818721', 'C2932486', 'C0016294', 'C0049065', 'C4045494', 'C0770560', 'C3853839', 'C1948068', 'C0935989', 'C4519428', 'C4056441', 'C0039600', 'C0069717', 'C1533699', 'C0016299', 'C1506770', 'C4049146', 'C1455147', 'C0056391', 'C4078806', 'C0040867', 'C0005311', 'C2697961', 'C0051556', 'C0042670', 'C0020402', 'C0005740', 'C0039871', 'C0032950', 'C0032952', 'C0246421', 'C0011707', 'C2987648', 'C0039286', 'C0059874', 'C0026259']","[('Breast Cancer',), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia',), ('Melanoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Lung Cancer',), ('Non-Hodgkin Lymphoma',), ('Breast Cancer', 'Kidney Cancer'), ('Leukemia', 'Melanoma')]",C0007134,93
Kidney Cancer,C0033308,,,C0153685,0
Kidney Cancer,C0072980,"['C0048306', 'C0117996', 'C2713008', 'C0005310', 'C1533699', 'C0071568', 'C4086264', 'C1721300', 'C0123931', 'C2987430', 'C4080091', 'C2352806', 'C0078257', 'C0008163', 'C4683810', 'C0007257', 'C0025684', 'C0063077', 'C0039512', 'C4049146', 'C3852841', 'C2973446', 'C0071836', 'C0015133', 'C0016366', 'C0056391', 'C4726799', 'C4078312', 'C0025033', 'C2932486', 'C0065879', 'C0039601', 'C0039902', 'C0144576', 'C4287815', 'C0040867', 'C0040987', 'C1130428', 'C0040866', 'C2697961', 'C0010583', 'C0057992', 'C2699709', 'C0025677', 'C2717021', 'C4055478', 'C0042670', 'C0879427', 'C0002555', 'C0039607', 'C0004475', 'C0541315', 'C1176309', 'C3853839', 'C0796392', 'C0040845', 'C1328025', 'C4055433', 'C2935436', 'C1134659', 'C0000618', 'C1567753', 'C0092777', 'C0032952', 'C2742502', 'C0014582', 'C3273827', 'C1707080', 'C0005308', 'C0907349', 'C4079854', 'C0039286', 'C0026259', 'C0020789']","[('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia',), ('Melanoma',), ('Lung Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Non-Hodgkin Lymphoma',), ('Breast Cancer', 'Kidney Cancer'), ('Breast Cancer',)]",C0007134,74
Kidney Cancer,C1516119,"['C0003993', 'C4086264', 'C0040864', 'C0728747', 'C0007257', 'C1998098', 'C0071836', 'C0010711', 'C2980091', 'C0025033', 'C0039902', 'C0040987', 'C0057992', 'C2987603', 'C0025677', 'C0002555', 'C0025826', 'C0796392', 'C1328025', 'C4055433', 'C0013089', 'C0526371', 'C4079830', 'C0066700', 'C4726900', 'C3273827', 'C1144149', 'C0717670', 'C0210657', 'C4519273', 'C4683810', 'C0039512', 'C0671970', 'C0672708', 'C4726799', 'C3899947', 'C2604307', 'C0040866', 'C1567130', 'C0765273', 'C0541315', 'C0253355', 'C3657270', 'C0014582', 'C0218986', 'C1721377', 'C0571665', 'C2713008', 'C2980094', 'C3467876', 'C4079208', 'C0019588', 'C3852841', 'C4301624', 'C3818721', 'C4287815', 'C1997549', 'C4055478', 'C0039607', 'C0770560', 'C3853839', 'C1948068', 'C0935989', 'C3255208', 'C1567753', 'C1527027', 'C4519428', 'C4056441', 'C0005308', 'C1831828', 'C0069717', 'C2987417', 'C0071568', 'C0016299', 'C1721300', 'C0078257', 'C0246415', 'C1455147', 'C0010927', 'C4078806', 'C0005311', 'C2697961', 'C0525079', 'C0042670', 'C0005740', 'C1176309', 'C0039871', 'C0032950', 'C0041920', 'C1707080', 'C0030896', 'C0907349', 'C0059874', 'C0026259']","[('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia',), ('Melanoma',), ('Lung Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Non-Hodgkin Lymphoma',), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Kidney Cancer'), ('Breast Cancer',)]",C3163939,94
Kidney Cancer,C1176020,"['C0571665', 'C0005310', 'C1533699', 'C3896940', 'C3853822', 'C0210657', 'C0055900', 'C4519273', 'C0065175', 'C0245194', 'C4049146', 'C0671970', 'C0016360', 'C0015133', 'C4058811', 'C0025033', 'C0039286', 'C2604307', 'C0005311', 'C4045494', 'C0040866', 'C2697961', 'C2987603', 'C0092801', 'C0062941', 'C0879427', 'C0762737', 'C0765273', 'C0877880', 'C0770560', 'C0020402', 'C0025826', 'C0040845', 'C0935989', 'C0051113', 'C1328025', 'C2935436', 'C3501358', 'C0013089', 'C4079830', 'C4726900', 'C0246421', 'C0005308', 'C0039600', 'C0907349', 'C4079854', 'C1721377', 'C2698692', 'C0020789']","[('Breast Cancer',), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia',), ('Melanoma',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Lung Cancer',), ('Non-Hodgkin Lymphoma',), ('Leukemia', 'Melanoma')]",C0007134,49
Kidney Cancer,C2827667,,,C0007134,0
Kidney Cancer,C0040976,,,C0007134,0
Melanoma,C0218986,"['C0048306', 'C1176020', 'C0003993', 'C4086264', 'C0011015', 'C2827667', 'C4080091', 'C0008163', 'C0011705', 'C0728747', 'C0007257', 'C2973446', 'C0016360', 'C0071836', 'C0010711', 'C2980091', 'C0025033', 'C0039902', 'C0057992', 'C2987603', 'C0025677', 'C0002555', 'C1134659', 'C0796392', 'C0040845', 'C4055433', 'C0000618', 'C0013089', 'C4079830', 'C0066700', 'C4726900', 'C3273827', 'C0879427', 'C1516119', 'C1144149', 'C0117996', 'C0042679', 'C0210657', 'C4519273', 'C4683810', 'C0039512', 'C0146224', 'C0039601', 'C0010583', 'C1135132', 'C0004475', 'C2742503', 'C0541315', 'C3501358', 'C0011777', 'C3657270', 'C0014582', 'C0218986', 'C0072980', 'C0020789', 'C2713008', 'C2930789', 'C0019588', 'C3852841', 'C4301624', 'C4058811', 'C2932486', 'C0016294', 'C1831796', 'C4045494', 'C2699709', 'C4055478', 'C0039607', 'C3853839', 'C3255208', 'C1527027', 'C4519428', 'C4056441', 'C0005308', 'C2987417', 'C0005310', 'C1533699', 'C0071568', 'C0016299', 'C1721300', 'C0078257', 'C0120107', 'C3181682', 'C0246415', 'C0056391', 'C1455147', 'C1700874', 'C0051556', 'C0042670', 'C0020402', 'C0052416', 'C1176309', 'C3658706', 'C0032950', 'C1707080', 'C0907349', 'C0026259']","[('Breast Cancer',), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Non-Hodgkin Lymphoma',), ('Leukemia',), ('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Kidney Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Melanoma')]",C0860594,97
Melanoma,C0020402,"['C1516119', 'C0571665', 'C2930789', 'C0071568', 'C0042679', 'C0011015', 'C2352806', 'C0008163', 'C0120107', 'C0728747', 'C3181682', 'C0065175', 'C1506770', 'C3852841', 'C0039512', 'C0016374', 'C2980091', 'C2974289', 'C4058811', 'C0016366', 'C1455147', 'C3853921', 'C0033308', 'C0016294', 'C0065879', 'C0076181', 'C0144576', 'C0076189', 'C0040987', 'C4519167', 'C4045494', 'C1130428', 'C1700874', 'C0040976', 'C0057992', 'C0051556', 'C4055478', 'C0062941', 'C0762737', 'C1135132', 'C0020402', 'C0541315', 'C0796392', 'C3853839', 'C0025826', 'C0253355', 'C4055433', 'C3658706', 'C0995188', 'C0011777', 'C0013089', 'C0066700', 'C0014582', 'C4726900', 'C0246421', 'C0030896', 'C0039600', 'C2987648', 'C0060483', 'C0020789', 'C1122962']","[('Breast Cancer',), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia',), ('Kidney Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma',), ('Lung Cancer',), ('Breast Cancer', 'Kidney Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Melanoma')]",C0025202,61
Melanoma,C0021735,"['C1516119', 'C0003993', 'C2713008', 'C0005310', 'C3896940', 'C0042679', 'C3853822', 'C0042682', 'C2987430', 'C0040864', 'C2352806', 'C0210657', 'C0008163', 'C0120107', 'C0065175', 'C4683810', 'C1506770', 'C0025684', 'C3852841', 'C0245194', 'C2974289', 'C0015133', 'C4058811', 'C0016366', 'C4726799', 'C4078312', 'C0016298', 'C3853921', 'C0033308', 'C0021735', 'C0016294', 'C0065879', 'C0039286', 'C0076189', 'C4519167', 'C4045494', 'C1130428', 'C0057992', 'C0092801', 'C2699709', 'C0025677', 'C2717021', 'C0051556', 'C0062941', 'C0290883', 'C0762737', 'C0877880', 'C0541315', 'C0025826', 'C1134659', 'C0393022', 'C0040845', 'C2935436', 'C0000618', 'C3658706', 'C0851344', 'C0995188', 'C4682397', 'C0011777', 'C3657270', 'C0092777', 'C2742502', 'C1707080', 'C0246421', 'C0039600', 'C2986924', 'C0025815', 'C0907349', 'C2987648', 'C4079854', 'C2698692', 'C0060483', 'C0020789']","[('Breast Cancer',), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Leukemia',), ('Kidney Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma',), ('Lung Cancer',), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Melanoma')]",C0025202,73
