cancer_class,subject_cui,pass_all_3,pass_all_3_cancer_types,object_cui,pass_all_3_count
Leukemia,C0032952,"['C0039601', 'C1144149', 'C3658706', 'C0010927', 'C0246415', 'C4058811', 'C2827667', 'C2932486', 'C0253355', 'C0290883', 'C0069717', 'C2604307', 'C0218986', 'C0144576', 'C0013089', 'C0042679', 'C0039600', 'C1707080', 'C0032950', 'C2980094', 'C0541315', 'C3657270', 'C2987603', 'C4080091', 'C3467876', 'C1948068', 'C0005310', 'C0728747', 'C0039871', 'C0042670', 'C0041920', 'C0011707', 'C4079208', 'C1700874', 'C4056441', 'C0076189', 'C2930789', 'C0005311', 'C0018513', 'C1135135', 'C0016360', 'C0672708', 'C4078312', 'C0120107', 'C0011705', 'C0071836', 'C0066700', 'C4726900', 'C0025815', 'C0796392', 'C2742502', 'C0033308', 'C0750848', 'C3818721', 'C4086264', 'C2987648', 'C0011777', 'C4049146', 'C0020402', 'C0393022', 'C0025147', 'C1831828', 'C1122962', 'C0210657', 'C0078257', 'C1134659', 'C4519167', 'C2935436']","[('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0079744,68
Leukemia,C2980091,,,C0023467,0
Leukemia,C3273827,,,C0023473,0
Leukemia,C0393022,"['C1135132', 'C0039601', 'C0010927', 'C2827667', 'C0069717', 'C0144576', 'C1721300', 'C1707080', 'C0032950', 'C0541315', 'C4080091', 'C0032952', 'C0005310', 'C0016294', 'C4079854', 'C0025677', 'C0076189', 'C0040976', 'C2930789', 'C0005308', 'C0765273', 'C0016360', 'C1130428', 'C0040987', 'C0750848', 'C0016299', 'C4086264', 'C1176309', 'C4049146', 'C0025147', 'C1831828', 'C0078257', 'C0025826', 'C2986924', 'C2604307', 'C1948068', 'C2713008', 'C0011707', 'C3501358', 'C0048306', 'C0040864', 'C0011777', 'C0026256', 'C0907349', 'C0010583', 'C0210657', 'C0671970', 'C4519167', 'C2935436', 'C2987430', 'C4058811', 'C4078806', 'C2932486', 'C0290883', 'C4287815', 'C0525079', 'C0728747', 'C0063077', 'C0039871', 'C0041920', 'C0057992', 'C4079208', 'C0056391', 'C4055433', 'C2974289', 'C0005311', 'C2698692', 'C0018513', 'C0246421', 'C0016374', 'C0065879', 'C0066700', 'C2742502', 'C0016298', 'C0025033', 'C0393022', 'C1122962', 'C1144149', 'C0246415', 'C0253355', 'C4726799', 'C0218986', 'C0013089', 'C0042679', 'C0039600', 'C0016366', 'C0040867', 'C3853822', 'C0007257', 'C4078312', 'C0120107', 'C0076181', 'C0011705', 'C4726900', 'C0033308', 'C2987648', 'C0020402', 'C1134659', 'C0072980']","[('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0023434,99
Leukemia,C1567753,,,C0023487,0
Leukemia,C0039512,"['C0010927', 'C0069717', 'C1831796', 'C1707080', 'C0032950', 'C4080091', 'C0042670', 'C4079854', 'C1700874', 'C3899947', 'C2930789', 'C0005308', 'C0008163', 'C0016360', 'C0672708', 'C0071836', 'C1130428', 'C0016299', 'C3818721', 'C4086264', 'C1176309', 'C4049146', 'C2973446', 'C1831828', 'C1998098', 'C0078257', 'C3852841', 'C0059874', 'C2986924', 'C1948068', 'C2713008', 'C3501358', 'C0015133', 'C0021735', 'C0005740', 'C1135135', 'C0048306', 'C0044401', 'C0040864', 'C0051556', 'C0796392', 'C0025684', 'C0011777', 'C0907349', 'C0010583', 'C0210657', 'C0671970', 'C0717670', 'C0055900', 'C4078806', 'C2932486', 'C0290883', 'C2980094', 'C2987603', 'C0525079', 'C1367202', 'C0063077', 'C0039871', 'C0571665', 'C0057992', 'C4079208', 'C0056391', 'C0045093', 'C4056441', 'C0005311', 'C2697961', 'C0018513', 'C0066700', 'C0016298', 'C4045494', 'C1122962', 'C1144149', 'C1328025', 'C3658706', 'C0246415', 'C0253355', 'C0218986', 'C0013089', 'C0042679', 'C0014582', 'C3467876', 'C0007257', 'C1997549', 'C0120107', 'C0011705', 'C0879427', 'C1527027', 'C0117996', 'C0002555', 'C0146224', 'C1134659', 'C0072980']","[('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0023449,92
Leukemia,C0039902,"['C1135132', 'C0010927', 'C0069717', 'C0144576', 'C3181682', 'C1721300', 'C1707080', 'C0032950', 'C0541315', 'C4080091', 'C0016294', 'C0042670', 'C4079854', 'C1700874', 'C3899947', 'C0040976', 'C0076189', 'C0005308', 'C2930789', 'C0008163', 'C0016360', 'C0071836', 'C1130428', 'C0040987', 'C0016299', 'C1176309', 'C0025147', 'C1998098', 'C1831828', 'C0078257', 'C0025826', 'C2986924', 'C2604307', 'C1948068', 'C2713008', 'C0011707', 'C3501358', 'C0048306', 'C0044401', 'C0040864', 'C3853921', 'C0011777', 'C0026256', 'C0010583', 'C4519167', 'C2935436', 'C0717670', 'C4058811', 'C4078806', 'C0995188', 'C0039607', 'C0290883', 'C4287815', 'C0525079', 'C1367202', 'C0728747', 'C0063077', 'C0039871', 'C0571665', 'C4079208', 'C0056391', 'C4055433', 'C2974289', 'C0018513', 'C0246421', 'C0066700', 'C0025815', 'C2742502', 'C0016298', 'C0025033', 'C0393022', 'C4045494', 'C1122962', 'C0246415', 'C4726799', 'C0218986', 'C0013089', 'C0042679', 'C0014582', 'C0039600', 'C0016366', 'C3467876', 'C4055478', 'C0851344', 'C4078312', 'C0120107', 'C0076181', 'C0011705', 'C1506770', 'C4726900', 'C0033308', 'C2987648', 'C0020402', 'C1134659', 'C0072980']","[('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0023467,95
Leukemia,C0040845,"['C2986924', 'C0020268', 'C0717670', 'C1328025', 'C0055900', 'C4058811', 'C0245194', 'C2827667', 'C2932486', 'C0290883', 'C0995188', 'C1831796', 'C0014582', 'C0877880', 'C2987603', 'C3657270', 'C0032952', 'C1367202', 'C0040867', 'C4055478', 'C0016294', 'C0042670', 'C0041920', 'C4055433', 'C0039286', 'C0045093', 'C2352806', 'C0007257', 'C0005308', 'C2697961', 'C0765273', 'C0246421', 'C1135135', 'C0044401', 'C0123931', 'C0042682', 'C1506770', 'C0879427', 'C0796392', 'C0016298', 'C1527027', 'C0750848', 'C3818721', 'C4301624', 'C0025684', 'C1176309', 'C1130428', 'C0040866', 'C0117996', 'C0002555', 'C0770560', 'C4683810', 'C2973446', 'C0146224', 'C0010583', 'C0762737', 'C3852841', 'C0059874', 'C0051113']","[('Kidney Cancer',), ('Lung Cancer',), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Lung Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0023487,59
Leukemia,C0040864,"['C1135132', 'C0039601', 'C0010927', 'C0053523', 'C0069717', 'C1516119', 'C0144576', 'C3181682', 'C1721300', 'C0032950', 'C0541315', 'C0032952', 'C0016294', 'C0042670', 'C1700874', 'C0025677', 'C0076189', 'C0040976', 'C2352806', 'C0005308', 'C2930789', 'C0008163', 'C0016360', 'C0672708', 'C0071836', 'C0042682', 'C1130428', 'C0040987', 'C0016299', 'C1176309', 'C0025147', 'C2973446', 'C1831828', 'C0078257', 'C3852841', 'C0059874', 'C2986924', 'C2604307', 'C1948068', 'C0011707', 'C0044401', 'C0040864', 'C3853921', 'C0025684', 'C0011777', 'C0026256', 'C0907349', 'C4519167', 'C2935436', 'C0717670', 'C0055900', 'C4058811', 'C2932486', 'C0039607', 'C0290883', 'C0995188', 'C4287815', 'C0877880', 'C2980094', 'C0525079', 'C1367202', 'C0728747', 'C0039871', 'C4079208', 'C0056391', 'C4055433', 'C0039286', 'C0045093', 'C0018513', 'C2697961', 'C0246421', 'C0025815', 'C0016298', 'C0393022', 'C4683810', 'C0020268', 'C0246415', 'C4726799', 'C0218986', 'C0013089', 'C0042679', 'C0014582', 'C0016366', 'C3467876', 'C4055478', 'C0007257', 'C0851344', 'C4078312', 'C0120107', 'C0076181', 'C0011705', 'C1506770', 'C4726900', 'C0033308', 'C2987648', 'C0117996', 'C0002555', 'C0020402', 'C1134659']","[('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0079773,99
Leukemia,C0040866,,,C0079773,0
Leukemia,C0040867,"['C2987430', 'C0020268', 'C1135132', 'C0010927', 'C4058811', 'C4078806', 'C2827667', 'C4726799', 'C0290883', 'C0039607', 'C0995188', 'C0069717', 'C0014582', 'C0039600', 'C0877880', 'C2980094', 'C0541315', 'C3657270', 'C4080091', 'C3467876', 'C0005310', 'C0040867', 'C3853822', 'C0728747', 'C0016294', 'C0571665', 'C3501358', 'C0056391', 'C4055433', 'C4079854', 'C2974289', 'C0015133', 'C4056441', 'C0076189', 'C0005740', 'C2930789', 'C0765273', 'C0076181', 'C0123931', 'C0011705', 'C0879427', 'C0796392', 'C0016298', 'C2742502', 'C3818721', 'C1176309', 'C0025033', 'C0117996', 'C1176020', 'C0020402', 'C0770560', 'C0025147', 'C0393022', 'C1998098', 'C1134659', 'C4045494', 'C0025826', 'C0072980', 'C2935436']","[('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Lung Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0024301,59
Leukemia,C0041920,,,C0023434,0
Leukemia,C4079830,,,C0023434,0
Leukemia,C0042679,"['C1135132', 'C0039601', 'C0010927', 'C0069717', 'C1516119', 'C3181682', 'C1721300', 'C1707080', 'C0032950', 'C4080091', 'C0016294', 'C0042670', 'C4079854', 'C1700874', 'C0025677', 'C0076189', 'C0040976', 'C2352806', 'C0005308', 'C2930789', 'C0008163', 'C0016360', 'C0672708', 'C0071836', 'C1130428', 'C0040987', 'C0016299', 'C4086264', 'C1176309', 'C0025147', 'C2973446', 'C1831828', 'C1998098', 'C0078257', 'C3852841', 'C2604307', 'C1948068', 'C0011707', 'C3501358', 'C0048306', 'C0044401', 'C0040864', 'C0025684', 'C0026256', 'C0907349', 'C0010583', 'C0210657', 'C4519167', 'C2935436', 'C0717670', 'C4058811', 'C2932486', 'C0039607', 'C0290883', 'C0995188', 'C4287815', 'C2980094', 'C0525079', 'C1367202', 'C0728747', 'C0063077', 'C0039871', 'C0571665', 'C0041920', 'C4079208', 'C0056391', 'C4055433', 'C4056441', 'C0018513', 'C2697961', 'C0246421', 'C0066700', 'C0025815', 'C2742502', 'C0025033', 'C0393022', 'C4683810', 'C1122962', 'C0246415', 'C0253355', 'C0218986', 'C0013089', 'C0042679', 'C0014582', 'C0016366', 'C3467876', 'C0007257', 'C4078312', 'C0120107', 'C0076181', 'C0011705', 'C1506770', 'C4726900', 'C0033308', 'C1527027', 'C2987648', 'C0002555', 'C0020402', 'C0146224', 'C1134659']","[('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0024305,100
Leukemia,C0042682,"['C1328025', 'C3658706', 'C0055900', 'C0053523', 'C0245194', 'C1831796', 'C0032950', 'C2980094', 'C2987603', 'C1948068', 'C4055478', 'C0063077', 'C0042670', 'C0011707', 'C0039286', 'C0015133', 'C0021735', 'C0045093', 'C2352806', 'C3899947', 'C0007257', 'C0005311', 'C2698692', 'C0018513', 'C0016360', 'C1997549', 'C0672708', 'C4078312', 'C0044401', 'C0123931', 'C0042682', 'C0051556', 'C3853921', 'C0065175', 'C0879427', 'C0016298', 'C1527027', 'C4086264', 'C0025684', 'C0040866', 'C0002555', 'C2973446', 'C0146224', 'C0210657', 'C0671970', 'C0059874', 'C0051113']","[('Kidney Cancer',), ('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0023449,47
Kidney Cancer,C0218986,"['C0039601', 'C0010927', 'C0026259', 'C0053523', 'C0069717', 'C0144576', 'C1721300', 'C1707080', 'C0032950', 'C0541315', 'C4080091', 'C0039512', 'C0010711', 'C0016294', 'C0042670', 'C4079854', 'C1533699', 'C0076189', 'C2930789', 'C0005308', 'C0008163', 'C0016360', 'C0672708', 'C0071836', 'C1567753', 'C1130428', 'C0040987', 'C0750848', 'C1176309', 'C4049146', 'C4519273', 'C1831828', 'C0078257', 'C3852841', 'C0092801', 'C3853839', 'C2604307', 'C0049065', 'C0052416', 'C1455147', 'C1948068', 'C0039902', 'C3501358', 'C1135135', 'C0044401', 'C0040864', 'C0796392', 'C0526371', 'C0210657', 'C4519167', 'C2935436', 'C0717670', 'C4058811', 'C2932486', 'C0039607', 'C4079830', 'C0290883', 'C0995188', 'C4287815', 'C2980094', 'C2987603', 'C3657270', 'C0525079', 'C1367202', 'C0728747', 'C3273827', 'C0039871', 'C0041920', 'C0056391', 'C4079208', 'C4055433', 'C2717021', 'C4056441', 'C2697961', 'C0246421', 'C0025815', 'C0016298', 'C2987417', 'C0770560', 'C0393022', 'C4683810', 'C4045494', 'C3255208', 'C1144149', 'C1328025', 'C0246415', 'C0253355', 'C4726799', 'C0218986', 'C0013089', 'C0014582', 'C4682397', 'C3467876', 'C4055478', 'C1721377', 'C1567130', 'C0071568', 'C0851344', 'C1832027', 'C4078312', 'C0011705', 'C1506770', 'C4726900', 'C0879427', 'C2980091', 'C2987648', 'C0019588', 'C0002555', 'C0020402', 'C0146224', 'C1134659']","[('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia',), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0860594,111
Kidney Cancer,C1707080,,,C0334634,0
Kidney Cancer,C0796392,,,C4722085,0
Kidney Cancer,C0541315,,,C0007134,0
Kidney Cancer,C3657270,,,C0007131,0
Kidney Cancer,C1700874,"['C0076189', 'C3853839', 'C0010927', 'C0025033', 'C3273827', 'C0995188', 'C0016294', 'C0039607', 'C1831828', 'C0016374', 'C4055433', 'C3852841', 'C0062941', 'C0877880', 'C0052416']","[('Leukemia',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Breast Cancer',), ('Breast Cancer', 'Lung Cancer'), ('Melanoma',)]",C0007134,15
Kidney Cancer,C3181682,,,C0238462,0
Kidney Cancer,C2986924,"['C2987430', 'C0020268', 'C0039601', 'C1144149', 'C1328025', 'C0055900', 'C4058811', 'C4078806', 'C0245194', 'C4726799', 'C4682397', 'C0877880', 'C2980094', 'C0541315', 'C3657270', 'C0016366', 'C0032952', 'C0040867', 'C0016294', 'C0571665', 'C0056391', 'C0039286', 'C0045093', 'C0021735', 'C3896940', 'C1533699', 'C2699709', 'C0025677', 'C0007257', 'C0005311', 'C2698692', 'C0765273', 'C1135135', 'C1997549', 'C4078312', 'C0076181', 'C0935989', 'C0011705', 'C0016374', 'C0042682', 'C0020789', 'C0062941', 'C2742503', 'C0065175', 'C0879427', 'C1130428', 'C1527027', 'C0750848', 'C0003993', 'C3818721', 'C0025684', 'C4301624', 'C0011777', 'C0019588', 'C0040866', 'C0117996', 'C0060483', 'C4519273', 'C0770560', 'C0393022', 'C2973446', 'C1998098', 'C0907349', 'C0010583', 'C0146224', 'C0025826', 'C0051113', 'C2935436', 'C0092801']","[('Lung Cancer',), ('Leukemia', 'Melanoma'), ('Leukemia',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Leukemia', 'Lung Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer',)]",C0238463,69
Kidney Cancer,C0025147,,,C0476089,0
Kidney Cancer,C0026256,"['C0010927', 'C0026259', 'C0069717', 'C1721300', 'C1707080', 'C0541315', 'C4080091', 'C0039512', 'C0016294', 'C0042670', 'C4079854', 'C0025677', 'C3899947', 'C0076189', 'C2352806', 'C0005308', 'C2930789', 'C0008163', 'C0071836', 'C1567753', 'C1130428', 'C0040987', 'C0016299', 'C3818721', 'C1998098', 'C1831828', 'C0078257', 'C3852841', 'C4519428', 'C0059874', 'C3853839', 'C2604307', 'C0052416', 'C1455147', 'C2713008', 'C0011707', 'C0011015', 'C0048306', 'C0044401', 'C0040864', 'C0526371', 'C4301624', 'C0210657', 'C4519167', 'C2935436', 'C0717670', 'C0995188', 'C0039607', 'C4079830', 'C0290883', 'C2980094', 'C1367202', 'C0728747', 'C3273827', 'C0039871', 'C0571665', 'C4079208', 'C2717021', 'C0045093', 'C4056441', 'C2699709', 'C0018513', 'C2697961', 'C0066700', 'C0025815', 'C0030896', 'C0025033', 'C2987417', 'C4683810', 'C4045494', 'C0020268', 'C1144149', 'C0246415', 'C4726799', 'C0218986', 'C0014582', 'C4682397', 'C0016366', 'C3467876', 'C1721377', 'C1567130', 'C0851344', 'C1832027', 'C0120107', 'C0076181', 'C0011705', 'C0062941', 'C1527027', 'C2980091', 'C0040845', 'C2987648', 'C0117996', 'C0002555', 'C0146224']","[('Lung Cancer',), ('Leukemia',), ('Leukemia', 'Kidney Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Non-Hodgkin Lymphoma', 'Kidney Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0686510,94
Kidney Cancer,C1831796,"['C0039601', 'C0010927', 'C0245194', 'C0069717', 'C0541315', 'C0039512', 'C0005310', 'C0016294', 'C3896940', 'C1533699', 'C2930789', 'C0005308', 'C0765273', 'C0016360', 'C0020789', 'C1567753', 'C0750848', 'C3818721', 'C4049146', 'C2973446', 'C1831828', 'C1998098', 'C0025826', 'C4519428', 'C3853839', 'C2604307', 'C0049065', 'C0052416', 'C1455147', 'C1948068', 'C0015133', 'C0011015', 'C0005740', 'C1135135', 'C0044401', 'C3853921', 'C0065175', 'C0796392', 'C0526371', 'C0025684', 'C0011777', 'C0060483', 'C0010583', 'C0210657', 'C2987430', 'C0055900', 'C4058811', 'C4078806', 'C2932486', 'C4079830', 'C0877880', 'C2980094', 'C2987603', 'C3657270', 'C0728747', 'C0039871', 'C0571665', 'C0057992', 'C0045093', 'C4056441', 'C0005311', 'C2697961', 'C0018513', 'C0016374', 'C0065879', 'C0066700', 'C0025815', 'C2742502', 'C0030896', 'C0025033', 'C0770560', 'C0393022', 'C4683810', 'C4045494', 'C1122962', 'C0020268', 'C1144149', 'C1328025', 'C3658706', 'C0246415', 'C0253355', 'C4682397', 'C3467876', 'C0040867', 'C1832027', 'C0935989', 'C0011705', 'C0062941', 'C0879427', 'C1527027', 'C0040845', 'C2987648', 'C0019588', 'C0040866', 'C0117996', 'C0146224', 'C0762737']","[('Lung Cancer',), ('Leukemia',), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Lung Cancer', 'Melanoma'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Breast Cancer',), ('Non-Hodgkin Lymphoma',), ('Colon and Rectal Cancer',), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Lung Cancer'), ('Lung Cancer', 'Kidney Cancer', 'Melanoma'), ('Breast Cancer', 'Lung Cancer'), ('Melanoma',)]",C0007134,97
Kidney Cancer,C0033308,['C0144576'],"[('Breast Cancer', 'Lung Cancer')]",C0153685,1
Kidney Cancer,C0072980,"['C0039601', 'C0026259', 'C0144576', 'C1721300', 'C0541315', 'C4080091', 'C0032952', 'C0039512', 'C0005310', 'C0010711', 'C0016294', 'C0042670', 'C1533699', 'C0076189', 'C0005308', 'C0765273', 'C0071836', 'C0020789', 'C2742503', 'C0040987', 'C0016299', 'C4086264', 'C1176309', 'C4049146', 'C4519273', 'C0078257', 'C3852841', 'C0059874', 'C0051113', 'C3853839', 'C0049065', 'C2713008', 'C0015133', 'C0005740', 'C1135135', 'C0048306', 'C0123931', 'C0796392', 'C0025684', 'C0011777', 'C0907349', 'C0210657', 'C0671970', 'C2935436', 'C2987430', 'C0055900', 'C4078806', 'C4287815', 'C0877880', 'C2980094', 'C0525079', 'C1367202', 'C0728747', 'C0041920', 'C0056391', 'C4079208', 'C4055433', 'C0005311', 'C0018513', 'C0246421', 'C0016374', 'C0065879', 'C0016298', 'C0004475', 'C2987417', 'C0770560', 'C0393022', 'C4683810', 'C1122962', 'C3255208', 'C1144149', 'C1328025', 'C0253355', 'C4726799', 'C0013089', 'C0040867', 'C0071568', 'C0007257', 'C4078312', 'C0120107', 'C0062941', 'C4726900', 'C0879427', 'C1527027', 'C0003993', 'C2987648', 'C0019588', 'C0040866', 'C0002555', 'C0092777', 'C1134659']","[('Lung Cancer',), ('Leukemia',), ('Breast Cancer', 'Lung Cancer', 'Kidney Cancer', 'Colon and Rectal Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma', 'Breast Cancer', 'Lung Cancer'), ('Breast Cancer', 'Kidney Cancer'), ('Leukemia', 'Non-Hodgkin Lymphoma'), ('Colon and Rectal Cancer',), ('Non-Hodgkin Lymphoma',), ('Non-Hodgkin Lymphoma', 'Breast Cancer'), ('Breast Cancer', 'Lung Cancer'), ('Breast Cancer',), ('Melanoma',)]",C0007134,91
